Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-93.53438100,44.07696590,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,524,14.99,5.545,1.000,91.00,1148.0,On,10/14/2022,0.00,3,19.99,28.90,3.806,1858.0,15145,14340,270.44,256.07,6.870,10/14/2022
-93.53435980,44.07696590,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,525,14.99,5.545,1.000,91.00,1147.8,On,10/14/2022,0.00,3,19.98,28.73,3.788,1846.6,15052,14254,268.78,254.53,6.870,10/14/2022
-93.53433860,44.07696580,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,526,14.99,5.545,1.000,91.00,1147.6,On,10/14/2022,0.00,3,19.95,29.25,3.762,1880.2,15325,14518,273.67,259.25,6.870,10/14/2022
-93.53431760,44.07696560,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,527,14.99,5.545,1.000,91.00,1147.6,On,10/14/2022,0.00,3,19.84,30.29,3.802,1947.4,15873,15058,283.44,268.90,6.870,10/14/2022
-93.53429660,44.07696550,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,528,14.99,5.512,1.000,90.00,1147.6,On,10/14/2022,0.00,3,19.73,31.15,3.750,2002.5,16419,15597,293.19,278.51,6.830,10/14/2022
-93.53427550,44.07696530,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,529,14.99,5.512,1.000,91.00,1147.6,On,10/14/2022,0.00,3,19.63,31.13,3.766,2001.1,16408,15606,293.00,278.68,6.830,10/14/2022
-93.53425440,44.07696520,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,530,14.99,5.545,1.000,91.00,1147.6,On,10/14/2022,0.00,3,19.49,30.30,3.744,1948.1,15878,15128,283.54,270.15,6.870,10/14/2022
-93.53423340,44.07696530,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,531,14.99,5.512,1.000,90.00,1147.6,On,10/14/2022,0.00,3,19.40,29.26,3.766,1880.9,15422,14711,275.39,262.70,6.830,10/14/2022
-93.53421240,44.07696520,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,532,14.99,5.512,1.000,90.00,1147.6,On,10/14/2022,0.00,3,19.29,28.22,3.752,1814.4,14877,14210,265.66,253.75,6.830,10/14/2022
-93.53419130,44.07696500,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,533,14.99,5.545,1.000,90.00,1147.3,On,10/14/2022,0.00,3,19.18,27.23,3.766,1750.6,14269,13647,254.80,243.69,6.870,10/14/2022
-93.53417030,44.07696490,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,534,14.99,5.512,1.000,91.00,1147.3,On,10/14/2022,0.00,3,19.12,26.36,3.740,1694.8,13896,13301,248.15,237.52,6.830,10/14/2022
-93.53414920,44.07696500,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,535,14.99,5.545,1.000,90.00,1147.3,On,10/14/2022,0.00,3,19.07,25.98,3.748,1670.0,13612,13036,243.06,232.79,6.870,10/14/2022
-93.53412810,44.07696490,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,536,14.99,5.545,1.000,91.00,1147.3,On,10/14/2022,0.00,3,19.05,26.05,3.756,1674.7,13650,13077,243.75,233.52,6.870,10/14/2022
-93.53410710,44.07696490,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,537,14.99,5.512,1.000,91.00,1147.3,On,10/14/2022,0.00,3,19.05,26.00,3.762,1671.3,13704,13128,244.71,234.42,6.830,10/14/2022
-93.53408600,44.07696490,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,538,14.99,5.512,1.000,90.00,1147.3,On,10/14/2022,0.00,3,19.09,25.57,3.714,1643.8,13478,12904,240.67,230.44,6.830,10/14/2022
-93.53406470,44.07696480,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,539,14.99,5.610,1.000,90.00,1147.3,On,10/14/2022,0.00,3,19.11,25.34,3.744,1629.0,13122,12562,234.33,224.31,6.952,10/14/2022
-93.53404340,44.07696470,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,540,14.99,5.610,1.000,91.00,1147.0,On,10/14/2022,0.00,3,19.10,25.59,3.762,1645.1,13252,12688,236.64,226.56,6.952,10/14/2022
-93.53402180,44.07696420,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,541,14.99,5.676,1.000,92.00,1147.0,On,10/14/2022,0.00,3,19.08,25.92,3.750,1666.6,13270,12708,236.96,226.94,7.033,10/14/2022
-93.53400110,44.07696440,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,542,14.99,5.413,1.000,90.00,1147.0,On,10/14/2022,0.00,3,19.07,25.87,3.768,1663.2,13885,13299,247.95,237.48,6.708,10/14/2022
-93.53398090,44.07696440,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,543,14.99,5.315,1.000,91.00,1147.3,On,10/14/2022,0.00,3,19.08,25.84,3.746,1661.2,14125,13527,252.24,241.55,6.586,10/14/2022
-93.53396030,44.07696400,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,544,14.99,5.413,1.000,92.00,1147.3,On,10/14/2022,0.00,3,19.10,26.30,3.778,1690.8,14115,13514,252.06,241.33,6.708,10/14/2022
-93.53393900,44.07696380,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,545,14.99,5.577,1.000,92.00,1147.3,On,10/14/2022,0.00,3,19.08,27.06,3.762,1739.8,14098,13500,251.74,241.08,6.911,10/14/2022
-93.53391790,44.07696360,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,546,14.99,5.545,1.000,91.00,1147.3,On,10/14/2022,0.00,3,19.03,27.58,3.730,1772.7,14449,13846,258.02,247.24,6.870,10/14/2022
-93.53389700,44.07696330,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,547,14.99,5.479,1.000,92.00,1147.6,On,10/14/2022,0.00,3,18.99,27.83,3.752,1788.8,14755,14147,263.49,252.62,6.789,10/14/2022
-93.53387620,44.07696340,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,548,14.99,5.479,1.000,91.00,1147.6,On,10/14/2022,0.00,3,18.93,28.28,3.764,1817.7,14994,14385,267.74,256.87,6.789,10/14/2022
-93.53385530,44.07696340,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,549,14.99,5.479,1.000,90.00,1147.6,On,10/14/2022,0.00,3,18.88,28.93,3.762,1860.1,15343,14729,273.97,263.02,6.789,10/14/2022
-93.53383450,44.07696330,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,550,14.99,5.446,1.000,90.00,1147.9,On,10/14/2022,0.00,3,18.86,29.17,3.754,1875.5,15563,14944,277.91,266.85,6.749,10/14/2022
-93.53381360,44.07696330,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,551,14.99,5.512,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.94,28.73,3.772,1846.6,15141,14525,270.38,259.38,6.830,10/14/2022
-93.53379260,44.07696330,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,552,14.99,5.512,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.99,27.91,3.780,1794.2,14711,14104,262.70,251.85,6.830,10/14/2022
-93.53377170,44.07696300,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,553,14.99,5.479,1.000,92.00,1148.0,On,10/14/2022,0.00,3,19.03,26.96,3.778,1733.1,14295,13698,255.27,244.61,6.789,10/14/2022
-93.53375090,44.07696290,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,554,14.99,5.446,1.000,91.00,1148.2,On,10/14/2022,0.00,3,19.04,25.92,3.788,1666.6,13830,13250,246.96,236.61,6.749,10/14/2022
-93.53373020,44.07696270,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,555,14.99,5.446,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.04,25.22,3.780,1621.6,13456,12892,240.29,230.22,6.749,10/14/2022
-93.53370930,44.07696260,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,556,14.99,5.479,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.04,25.42,3.772,1634.3,13481,12916,240.73,230.65,6.789,10/14/2022
-93.53368820,44.07696250,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,557,14.99,5.545,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.03,26.36,3.788,1694.8,13814,13237,246.68,236.38,6.870,10/14/2022
-93.53366710,44.07696250,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,558,14.99,5.545,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.03,27.28,3.776,1753.9,14296,13698,255.28,244.61,6.870,10/14/2022
-93.53364620,44.07696270,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,559,14.99,5.479,1.000,89.00,1148.3,On,10/14/2022,0.00,3,19.08,27.63,3.780,1776.1,14650,14029,261.61,250.52,6.789,10/14/2022
-93.53362510,44.07696280,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,560,14.99,5.545,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.11,27.63,3.792,1776.1,14477,13858,258.51,247.47,6.870,10/14/2022
-93.53360390,44.07696300,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,561,14.99,5.577,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.11,27.96,3.774,1797.6,14566,13943,260.10,248.99,6.911,10/14/2022
-93.53358290,44.07696310,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,562,14.99,5.512,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.11,28.57,3.796,1836.5,15058,14415,268.90,257.41,6.830,10/14/2022
-93.53356190,44.07696320,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,563,14.99,5.512,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.10,28.88,3.758,1856.7,15224,14575,271.85,260.28,6.830,10/14/2022
-93.53354090,44.07696350,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,564,14.99,5.512,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.05,28.71,3.782,1845.9,15136,14500,270.28,258.92,6.830,10/14/2022
-93.53351970,44.07696340,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,565,14.99,5.545,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.01,28.34,3.754,1821.8,14849,14232,265.16,254.14,6.870,10/14/2022
-93.53349860,44.07696330,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,566,14.99,5.545,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.05,28.00,3.782,1800.3,14674,14057,262.03,251.02,6.870,10/14/2022
-93.53347750,44.07696330,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,567,14.99,5.545,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.19,27.78,3.776,1786.2,14559,13922,259.98,248.61,6.870,10/14/2022
-93.53345630,44.07696340,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,568,14.99,5.545,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.29,27.85,3.778,1790.2,14592,13937,260.56,248.88,6.870,10/14/2022
-93.53343520,44.07696320,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,569,14.99,5.545,1.000,92.00,1148.3,On,10/14/2022,0.00,3,19.34,28.11,3.790,1807.0,14728,14059,263.01,251.06,6.870,10/14/2022
-93.53341410,44.07696320,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,570,14.99,5.512,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.37,28.27,3.746,1817.1,14899,14217,266.05,253.87,6.830,10/14/2022
-93.53339290,44.07696300,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,571,14.99,5.545,1.000,92.00,1148.3,On,10/14/2022,0.00,3,19.39,28.38,3.740,1824.5,14871,14186,265.55,253.33,6.870,10/14/2022
-93.53337170,44.07696310,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,572,14.99,5.577,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.44,28.74,3.790,1847.3,14968,14270,267.29,254.83,6.911,10/14/2022
-93.53335070,44.07696320,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,573,14.99,5.512,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.48,29.12,3.756,1872.1,15350,14627,274.11,261.19,6.830,10/14/2022
-93.53332960,44.07696300,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,574,14.99,5.512,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.50,29.31,3.756,1884.2,15450,14718,275.88,262.82,6.830,10/14/2022
-93.53330870,44.07696270,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,575,14.99,5.479,1.000,92.00,1148.3,On,10/14/2022,0.00,3,19.50,29.24,3.796,1879.5,15503,14769,276.84,263.74,6.789,10/14/2022
-93.53328770,44.07696270,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,576,14.99,5.512,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.50,28.93,3.786,1860.1,15251,14529,272.34,259.45,6.830,10/14/2022
-93.53326670,44.07696260,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,577,14.99,5.512,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.47,28.22,3.762,1814.4,14877,14178,265.66,253.17,6.830,10/14/2022
-93.53324560,44.07696240,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,578,14.99,5.545,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.42,27.44,3.766,1764.0,14378,13711,256.75,244.84,6.870,10/14/2022
-93.53322460,44.07696240,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,579,14.99,5.512,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.37,27.03,3.768,1737.8,14249,13597,254.44,242.80,6.830,10/14/2022
-93.53320360,44.07696230,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,580,14.99,5.512,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.27,27.21,3.776,1749.2,14342,13703,256.12,244.69,6.830,10/14/2022
-93.53318250,44.07696230,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,581,14.99,5.545,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.20,27.63,3.792,1776.1,14477,13843,258.51,247.19,6.870,10/14/2022
-93.53316130,44.07696230,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,582,14.99,5.577,1.000,90.00,1148.3,On,10/14/2022,0.00,3,19.12,27.92,3.786,1794.9,14544,13921,259.71,248.59,6.911,10/14/2022
-93.53314010,44.07696210,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,583,14.99,5.577,1.000,91.00,1148.3,On,10/14/2022,0.00,3,19.02,27.92,3.802,1794.9,14544,13938,259.71,248.89,6.911,10/14/2022
-93.53311880,44.07696190,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,584,14.99,5.577,1.000,91.00,1148.0,On,10/14/2022,0.00,3,18.96,27.54,3.776,1770.7,14348,13760,256.21,245.72,6.911,10/14/2022
-93.53309750,44.07696140,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,585,14.99,5.577,1.000,92.00,1148.0,On,10/14/2022,0.00,3,18.95,27.15,3.792,1745.2,14141,13563,252.52,242.20,6.911,10/14/2022
-93.53307650,44.07696110,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,586,14.99,5.512,1.000,91.00,1148.0,On,10/14/2022,0.00,3,18.97,27.15,3.776,1745.2,14309,13721,255.52,245.03,6.830,10/14/2022
-93.53305590,44.07696100,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,587,14.99,5.413,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.98,27.58,3.770,1772.7,14800,14190,264.28,253.39,6.708,10/14/2022
-93.53303490,44.07696090,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,588,14.99,5.512,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.98,27.77,3.788,1785.5,14640,14037,261.43,250.66,6.830,10/14/2022
-93.53301390,44.07696090,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,589,14.99,5.512,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.98,27.55,3.766,1771.4,14524,13925,259.36,248.67,6.830,10/14/2022
-93.53299280,44.07696110,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,590,14.99,5.512,1.000,90.00,1148.0,On,10/14/2022,0.00,3,19.00,27.34,3.786,1757.3,14409,13811,257.30,246.63,6.830,10/14/2022
-93.53297160,44.07696130,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,591,14.99,5.577,1.000,89.00,1148.0,On,10/14/2022,0.00,3,19.02,27.33,3.792,1756.6,14234,13641,254.17,243.59,6.911,10/14/2022
-93.53295040,44.07696160,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,592,14.99,5.545,1.000,89.00,1148.0,On,10/14/2022,0.00,3,19.02,27.28,3.782,1753.9,14296,13701,255.28,244.66,6.870,10/14/2022
-93.53292930,44.07696160,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,593,14.99,5.512,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.98,27.35,3.762,1757.9,14414,13820,257.39,246.79,6.830,10/14/2022
-93.53290840,44.07696160,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,594,14.99,5.479,1.000,90.00,1148.0,On,10/14/2022,0.00,3,18.93,27.66,3.786,1778.1,14667,14071,261.90,251.27,6.789,10/14/2022
-93.53288740,44.07696160,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,595,14.99,5.512,1.000,90.00,1147.6,On,10/14/2022,0.00,3,18.88,28.08,3.756,1805.0,14800,14208,264.28,253.71,6.830,10/14/2022
-93.53286620,44.07696170,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,596,14.99,5.577,1.000,90.00,1147.6,On,10/14/2022,0.00,3,18.83,28.46,3.788,1829.8,14827,14243,264.77,254.33,6.911,10/14/2022
-93.53284500,44.07696170,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,597,14.99,5.545,1.000,90.00,1147.6,On,10/14/2022,0.00,3,18.80,28.53,3.762,1833.9,14947,14364,266.92,256.49,6.870,10/14/2022
-93.53282390,44.07696160,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,598,14.99,5.545,1.000,91.00,1147.6,On,10/14/2022,0.00,3,18.80,28.29,3.766,1818.4,14822,14242,264.67,254.33,6.870,10/14/2022
-93.53280260,44.07696140,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,599,14.99,5.577,1.000,91.00,1147.6,On,10/14/2022,0.00,3,18.82,27.84,3.768,1789.5,14500,13931,258.93,248.77,6.911,10/14/2022
-93.53278160,44.07696110,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,600,14.99,5.512,1.000,92.00,1147.6,On,10/14/2022,0.00,3,18.82,27.66,3.762,1778.1,14579,14006,260.34,250.12,6.830,10/14/2022
-93.53276070,44.07696090,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,601,14.99,5.479,1.000,92.00,1147.6,On,10/14/2022,0.00,3,18.82,27.80,3.764,1786.8,14739,14160,263.19,252.85,6.789,10/14/2022
-93.53273960,44.07696090,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,602,14.99,5.545,1.000,90.00,1147.4,On,10/14/2022,0.00,3,18.82,27.97,3.760,1798.3,14657,14081,261.74,251.45,6.870,10/14/2022
-93.53271840,44.07696080,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,603,14.99,5.545,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.79,28.12,3.762,1807.7,14734,14160,263.11,252.86,6.870,10/14/2022
-93.53269740,44.07696070,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,604,14.99,5.512,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.75,28.38,3.752,1824.5,14959,14384,267.13,256.85,6.830,10/14/2022
-93.53267640,44.07696050,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,605,14.99,5.512,1.000,91.00,1147.3,On,10/14/2022,0.00,3,18.73,28.76,3.762,1848.6,15158,14578,270.67,260.31,6.830,10/14/2022
-93.53265530,44.07696050,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,606,14.99,5.512,1.000,91.00,1147.3,On,10/14/2022,0.00,3,18.73,28.71,3.776,1845.9,15136,14557,270.28,259.95,6.830,10/14/2022
-93.53263440,44.07696040,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,607,14.99,5.512,1.000,91.00,1147.3,On,10/14/2022,0.00,3,18.73,28.27,3.768,1817.1,14899,14329,266.05,255.88,6.830,10/14/2022
-93.53261340,44.07696050,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,608,14.99,5.512,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.72,27.91,3.778,1794.2,14711,14150,262.70,252.68,6.830,10/14/2022
-93.53259220,44.07696040,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,609,14.99,5.545,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.69,27.90,3.756,1793.6,14619,14068,261.05,251.21,6.870,10/14/2022
-93.53257110,44.07696010,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,610,14.99,5.545,1.000,92.00,1147.3,On,10/14/2022,0.00,3,18.66,28.04,3.770,1802.3,14690,14140,262.32,252.50,6.870,10/14/2022
-93.53255020,44.07696010,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,611,14.99,5.479,1.000,92.00,1147.3,On,10/14/2022,0.00,3,18.66,28.01,3.746,1800.9,14855,14299,265.27,255.35,6.789,10/14/2022
-93.53252930,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,612,14.99,5.512,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.66,27.94,3.762,1796.2,14728,14177,263.00,253.16,6.830,10/14/2022
-93.53250830,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,613,14.99,5.512,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.65,27.90,3.770,1793.6,14706,14157,262.61,252.80,6.830,10/14/2022
-93.53248730,44.07696010,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,614,14.99,5.512,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.58,27.94,3.758,1796.2,14728,14191,263.00,253.41,6.830,10/14/2022
-93.53246620,44.07696000,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,615,14.99,5.545,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.51,28.14,3.790,1809.0,14745,14220,263.30,253.92,6.870,10/14/2022
-93.53244510,44.07695980,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,616,14.99,5.512,1.000,91.00,1147.2,On,10/14/2022,0.00,3,18.49,28.36,3.750,1823.1,14948,14420,266.93,257.50,6.830,10/14/2022
-93.53242410,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,617,14.99,5.545,1.000,90.00,1147.0,On,10/14/2022,0.00,3,18.53,28.42,3.764,1827.1,14893,14359,265.94,256.41,6.870,10/14/2022
-93.53240310,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,618,14.99,5.512,1.000,91.00,1147.0,On,10/14/2022,0.00,3,18.58,28.38,3.778,1824.5,14959,14414,267.13,257.39,6.830,10/14/2022
-93.53238230,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,619,14.99,5.446,1.000,91.00,1147.1,On,10/14/2022,0.00,3,18.63,28.20,3.770,1813.0,15045,14488,268.66,258.71,6.749,10/14/2022
-93.53236130,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,620,14.99,5.512,1.000,91.00,1147.1,On,10/14/2022,0.00,3,18.68,27.95,3.774,1796.9,14734,14179,263.10,253.20,6.830,10/14/2022
-93.53234030,44.07696040,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,621,14.99,5.512,1.000,90.00,1147.0,On,10/14/2022,0.00,3,18.72,27.64,3.774,1776.8,14568,14013,260.15,250.23,6.830,10/14/2022
-93.53231930,44.07696040,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,622,14.99,5.512,1.000,91.00,1147.0,On,10/14/2022,0.00,3,18.77,27.41,3.752,1762.0,14447,13889,257.98,248.01,6.830,10/14/2022
-93.53229830,44.07696030,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,623,14.99,5.512,1.000,91.00,1147.0,On,10/14/2022,0.00,3,18.79,27.38,3.788,1760.0,14431,13869,257.69,247.67,6.830,10/14/2022
-93.53227710,44.07696030,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,624,14.99,5.545,1.000,91.00,1147.0,On,10/14/2022,0.00,3,18.79,27.45,3.794,1764.7,14384,13824,256.85,246.85,6.870,10/14/2022
-93.53225620,44.07696020,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,625,14.99,5.512,1.000,91.00,1147.0,On,10/14/2022,0.00,3,18.79,27.68,3.776,1779.4,14590,14022,260.54,250.40,6.830,10/14/2022
-93.53223510,44.07696010,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,626,14.99,5.512,1.000,91.00,1147.0,On,10/14/2022,0.00,3,18.79,28.26,3.770,1816.4,14893,14314,265.95,255.60,6.830,10/14/2022
-93.53221430,44.07696000,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,627,14.99,5.479,1.000,90.00,1147.0,On,10/14/2022,0.00,3,18.75,28.92,3.776,1859.4,15337,14748,273.88,263.35,6.789,10/14/2022
-93.53219340,44.07695980,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,628,14.99,5.479,1.000,90.00,1147.0,On,10/14/2022,0.00,3,18.69,29.20,3.754,1876.8,15481,14897,276.45,266.01,6.789,10/14/2022
-93.53217250,44.07695960,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,629,14.99,5.512,1.000,90.00,1147.0,On,10/14/2022,0.00,3,18.65,28.92,3.766,1859.4,15246,14677,272.25,262.09,6.830,10/14/2022
-93.53215160,44.07695960,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,630,14.99,5.479,1.000,90.00,1147.0,On,10/14/2022,0.00,3,18.65,28.33,3.758,1821.1,15021,14461,268.24,258.23,6.789,10/14/2022
-93.53213070,44.07695940,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,631,14.99,5.479,1.000,91.00,1147.2,On,10/14/2022,0.00,3,18.66,27.74,3.752,1783.5,14711,14160,262.69,252.86,6.789,10/14/2022
-93.53210980,44.07695920,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,632,14.99,5.479,1.000,91.00,1147.3,On,10/14/2022,0.00,3,18.67,27.23,3.762,1750.6,14439,13898,257.85,248.17,6.789,10/14/2022
-93.53208900,44.07695930,127-134| 227-234,harvest_1_Corn_2022_10_14_001,CORN,633,14.99,5.479,1.000,90.00,1147.3,On,10/14/2022,0.00,3,18.67,26.81,3.768,1723.7,14218,13684,253.89,244.36,6.789,10/14/2022
